htmx,https://github.com/bigskysoftware/htmx/blob/v2.0.8/LICENSE,Zero-Clause BSD
tailwindcss,https://github.com/tailwindlabs/tailwindcss/blob/v4.1.17/LICENSE,MIT
fontawesome,https://github.com/FortAwesome/Font-Awesome/blob/7.1.0/LICENSE.txt,MIT
